Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2217039051725,2.86122253790373,4.58202759288208,3.12990131039652,5.08910321514274,5.20978298427521,3.86551625192215,4.13946484368526,4.24924944108963,3.20034851456113,4.14806637704994,4.67747743752098,4.60238276021156,4.76645148013619,5.10640258876018,4.81461768918239,4.67971803302343,3.77956391594725,4.02485481937081,4.06813098459341,4.090780740852,3.39505265286809,2.9028000440997,3.15222857040882,3.67162709653208,3.66470184777025,3.30530812510706,3.60778936880686,3.2118030396667,3.731343775564,3.57885778121873
Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa Western and Central,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andorra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,,,,,,,,,,,,0.0,0.0,0.0,3.70661896243292,8.57785502504856,8.51204659782896,5.05044272359856,8.66184123945684,7.15177598894822,5.89331587165668,7.25044414119828,4.68836183121897,7.91805222891426,10.3211315215941,12.7383187893516,11.6543885068261,12.4233747766099,11.0975002871033,9.97604482191998,14.3496255419787,14.4639427111501,12.6715699432723,12.5860724957776,12.7660563969802,10.5439080802805,10.7037281519961,11.0113696091178,10.0699886504891,8.83094933326705,6.94747497469351,7.83332408589025,6.8925911453708,8.22123220688906,7.8560375380622,6.51524774625323,7.1966613330339,6.7188009123493,6.027762244663,6.69378849892141,5.72475511523754,4.91760256261819,4.71513784128529,4.46296322926703,4.16672699106716
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,5.46664269016364,37.399420663019,26.6545032343672,25.6662897754805,36.3477348259577,33.6522322927157,34.5865970409051,41.348070302591,36.3206689692783,36.5008291873963,42.9950926072503,44.4369634741626,43.2858596134283,42.6516464471404,43.9781343678364,38.3608072716068,34.2934051144011,28.7580886012942,30.609597924773,31.8064516129032
American Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,0.0,0.0,0.0227985180963237,0.249840527322985,0.248163106418179,0.0,0.0264924055104203,0.396775146680174,0.230536659108088,0.0754328818789645,0.186744422238967,0.0,0.029681597409606,0.187122984119168,0.349766034882072,16.6201185751384,21.2974555949324,25.4731272269517,24.7493027947546,21.9766881803294,23.636774594564,25.6917943697429,31.3417903877706,46.4747729857911,51.6725647234122,61.5030484011447,68.3674354835911,67.3335793476343,66.7823554019925,61.6310540245525,60.7778979115689,60.2098727277836,60.8542220977454,59.8375863446937,56.9434126238769,56.2544208063551,57.6752109451942,60.8879927049486,56.2473347547974,58.7973514382362,58.179599627898,58.9546923096492,58.5132012997443,56.6998958844437,56.0881059357699,55.5309244070051,55.3006591738986,55.0989397678457,54.5182632832035,52.5822328129524,51.0950305329681,54.186981823084,49.3684223422894,51.9010758969865,47.1357444547006
Benin,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burkina Faso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,,,,,,,,,,,,0.0,0.0,0.0,4.06910462159081,10.1200618140032,17.9803221969943,19.8047795355099,18.7666709005462,19.0929312901631,17.6977178125449,24.6646110570161,26.5602214587607,28.8829487900957,28.5077901146132,31.5406418139892,28.8617886178862,28.6062613576243,35.6056062726283,32.8595921313842,34.7998386369569,32.2646958053938,32.4403257511935,36.7739558386188,40.2145123646186,41.3051281437699,42.3307425788932,41.648483142113,40.7371694429043,41.5949919776954,44.7227279437091,44.9143198419626,47.9546586354905,40.8240408240408,40.5904504417516,42.4201764759392,42.8398751703222,34.1034538975709,35.3602189126144,35.9972629244237,33.1377534389465,32.6129980209104,33.888662272698,32.9030160904595,33.8120911202506
Bahrain,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.915881598751324,1.74564492312141,0.0712419852766564,0.478530081492738,0.282860426058517,0.826099321515147,1.00394487054631,0.615248083216357,0.727665348402363,0.175413531447439,0.0211505108809765,0.914002489105627,0.833224617032526,1.0289562377022,1.01476932257543,1.18817146476416,1.73282508383251,4.34662169566647,4.00264991856418,3.66636566494391,2.99675057361796,2.44520920123166,3.27993952358127,2.77436442343765,3.01662610378196,2.77975032234119,2.81592647529302,2.94476612437636,2.90215408668462,2.70532449885834,2.60356792759176
Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central African Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,0.0,0.0,0.0,0.0747125975079734,0.109818181818182,0.0869547495635279,0.10664550290795,0.090477401347108,0.508578804784408,0.270693466513837,0.49495971591126,1.92351904360487,2.92978828003429,5.64793524905491,5.18349999118212,4.53659592897358,5.83998390450003,8.18008483787023,9.0992601492533,9.82178162679959,10.1886529610639,10.2614864518773,9.89727609984794,11.9191820121129,11.9470950321503,13.1880464058155,15.2124539466101,15.5690300011285,16.3821223395633,15.9913508318818,15.1370941475933,16.7033459793376,15.488228431284,17.6534483957475,19.4060175678861,17.4719868572602,16.1917096184693,14.3877266387727,12.7323292661431,12.6939519298033,12.0210503371885,13.0040014920818,12.5634192674804,12.7034206214316,15.0678902753119,14.8326253295602,16.0310789935328,14.8712001539903,15.1962599665119,14.777616481723,15.0131819506637,14.7078051678238,14.9001572289999,15.5490082601147,16.1190749922158
Central Europe and the Baltics,,,,,,,,,,,,0.0,0.0011869872915752,0.0859359440271157,0.492114547336556,0.889202774497206,1.64010959988219,1.72379099899607,1.60851917689936,2.25008896500382,2.77037354535124,3.70506877360025,4.22862088800778,5.17216746897035,5.85734663223092,7.3087047285962,8.41984383187537,10.0582500700152,11.5585847563358,11.5182271504131,17.3329712239067,17.4620525954151,17.2917868820927,17.4901759342494,17.2959839563943,17.5595522933799,18.0750934702257,18.6446979582438,18.8887222019817,18.5466662769285,19.1532939139309,19.9996346931879,21.7864385096605,21.4375118028625,21.2833751674448,20.7779875956802,20.4109892194366,19.7194584554492,21.325406790087,22.1216144099006,19.3525988907537,19.6500319964751,20.276552141915,20.0311707124642,20.549931382455
Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81768762953148,5.07821486082356,4.46104999839646,12.0455472254462,17.1388217399571,19.0474907013099,18.0576560645897,21.9990024384837,17.6814120723469,19.8698224852071,25.96502804355,29.7789309807992,29.5751823127677,28.8203702292984,30.0986684548328,37.211179497528,40.6179664007779,39.9373905661379,39.1240751764606,38.1916284057777,42.4863718394761,42.9807972068665,40.3505379368539,40.2112772671148,38.3683864607295,37.2409049220422,39.9932527952705,44.696094291657,40.9875467802297,41.4580123266564,37.6130356908829,39.9945556832618,37.7311492020603,41.6008554189261,42.0290519877676,42.210913645972,40.3900396269186,44.771147161066,42.0310359878987,41.3210812100961,41.5250551197636,39.8761581784049,42.4723317644066,37.3363663046669,37.8201396973225,39.3098627713903
Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.191317022086143,1.58966652123093,1.27322370757823,1.32729763756202,1.26931528460552,1.20770877944325,1.20563549305725,1.23453056564026,1.17978404387997,1.51901504324843,2.26831802088703,2.29039955489035,2.12312424963987,1.91360363774157,1.893174151911,1.97260890318803,1.88782902891769,1.76021942226301,1.83533583670166,1.95384626495467,2.05300514092809,2.33928636039921
Cote d'Ivoire,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Congo Dem. Rep.,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Congo Rep.,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Comoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caribbean small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curacao,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Czech Republic,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353038781310127,2.13532331449056,4.12415478054404,10.1458601458601,17.2052865136022,18.3666490502689,19.0661896792618,20.2100496218143,20.1200703174235,20.7426723335083,21.5279435332629,22.2250766411482,20.1898472967396,20.1338075615374,19.4559073142626,20.3918049022035,20.8185913122087,18.6391628149388,19.8682544386669,24.6568853214027,31.2403400309119,31.4178302900107,30.1814941841305,31.1353910153728,29.8208832778816,31.8758628969326,33.3300666405331,32.8183608402101,32.5931133032175,34.9810236829052,35.7466747279323,35.6362226191595
Germany,0.0,0.0189971108560573,0.0728485987572029,0.0375199324641216,0.0635867837315659,0.0682434600017498,0.149986133357482,0.667764162051371,0.873647602416135,2.19839428604507,2.10317678797555,1.89947104498409,2.75296995209335,3.23385476770526,3.70209159597811,6.28970477108685,7.00792315559426,9.68306759957095,9.79364873854286,11.1349457731734,11.9202727623622,14.0106512848032,15.899288413596,16.3719301189153,20.7293639328105,26.6330490241279,25.0068511133299,26.7170248102144,28.6633924866891,29.0046412162247,27.8404090203597,27.4770167927648,29.7568543974576,29.3358495043896,28.6941289591683,28.7325408116153,29.0573116321131,31.0811279335634,29.2634532699706,30.7674488050747,29.6351821468322,29.4396153198393,28.3256064912347,27.3457885398184,27.3381824727338,26.4785644689834,26.435995018428,22.1780346966763,23.4078943220152,22.8711485068631,22.4321438660162,17.7809653046302,15.9463090691627,15.3710037996982,15.6171515488682
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominican Republic,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East Asia & Pacific (excluding high income),,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15263940195613,1.26548931899131,1.00658552431498,1.04239363366005,0.992966598867891,0.947189844546997,0.947497802833406,0.97327077346518,0.935396713624457,1.21661274105925,1.84352767408101,1.88721225928655,1.77186288938422,1.61814687691069,1.61919976607015,1.6910569569422,1.62015724773717,1.51882297202615,1.59934452978225,1.69930248216045,1.79461499269155,2.04151419691363
Early-demographic dividend,,,,,,,,,,,,0.440467895410257,0.387084535703541,0.777384421050877,0.990085932761333,1.40824891408161,1.44479588385117,0.912833706763388,1.146040101777,1.00883764185525,0.878760642468113,0.896710478708176,0.568156002250086,0.944296061136037,1.55038834920961,1.82957804674098,2.05910736989159,1.71840983405515,1.97677823935527,1.75508565475566,1.97122031879427,2.00692755546162,1.95238688423593,1.72580083278665,1.7848977728489,2.10129981854562,2.06396877066285,2.21256188372912,2.157808541163,2.1027039764931,2.10732290040412,2.12707886554246,2.0586977111797,1.99811365524281,1.89943062175028,1.75012165549461,1.68563917217981,1.5841465002257,1.45758510055919,1.60358610419662,1.56926664439427,1.82991041297119,1.71388968790339,1.8980961666594,1.78402603348655
East Asia & Pacific,,,,,,,,,,,,1.19922549367525,1.28688209254086,1.19023263522415,2.40516856824902,2.85656492965698,3.63355781919419,3.183963004245,5.95834610161925,6.93571059406355,8.02634025198462,8.40338500629973,9.63213779178362,10.7473965539016,12.1674827798139,13.8157682543796,14.3600686803625,15.4436914288059,13.7774586535879,13.3300364662527,13.7310296152761,13.7408310288949,13.4356986159498,13.83501604254,14.0704329775233,14.2399342964115,14.2189091639639,14.1920715793491,14.7117446729278,14.0820710496013,13.5013113690376,12.8455045225791,11.8749001698926,10.4442566621812,10.6458984438339,10.6771359909147,9.9000622416161,8.43509297002717,8.3487396498222,8.341544702258,7.73006199606231,5.03498948026547,3.81656886734762,3.55903660837882,3.78600376794627
Europe & Central Asia (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9416768860292,11.1853492242858,11.7466312189116,12.6128516229393,11.8867952307638,12.4135022955977,14.0694905593712,14.4102378408279,13.9748126603019,14.6694615344243,15.2950026003499,15.483219343174,15.8690362548817,15.8135553254168,15.4175300865067,15.5366898903045,15.3769259259882,15.2712111314309,15.1949615952939,15.5650997991273,15.3912659470591,15.2576287364697,15.2031041169138,14.5002855452791,15.1734666964231
